"scrape_datetime","country","movie name","release data","total groos","opening day","opening weekend","end off wek","lifetime"
"2023-03-21T12:42:51.662355","India"," Mrs. Chatterjee Vs Norway","2023/03/17 ","","1.27","6.42","","7.33"
"2023-03-21T12:42:51.662355","India"," Zwigato","2023/03/17 ","","0.43","1.84","","1.84"
"2023-03-21T12:42:51.662355","India"," Scream VI (English)","2023/03/10 ","","","","1.0","1.0"
"2023-03-21T12:42:51.662355","India"," Tar (English)","2023/03/10 ","","","","0.2","0.2"
"2023-03-21T12:42:51.662355","India"," 65 (English)","2023/03/10 ","","","","1.75","1.75"
"2023-03-21T12:42:51.662355","India"," Lohardaga","2023/03/10 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Tu Jhoothi Main Makkaar","2023/03/08 ","","15.73","70.24","90.81","107.51"
"2023-03-21T12:42:51.662355","India"," Creed III (English)","2023/03/03 ","","","","1.75","1.75"
"2023-03-21T12:42:51.662355","India"," InCar","2023/03/03 ","","","","0.06","0.06"
"2023-03-21T12:42:51.662355","India"," The Eternal Daughter (English)","2023/03/03 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Triangle Of Sadness (English)","2023/03/03 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," Selfiee","2023/02/24 ","","2.55","10.3","14.1","16.85"
"2023-03-21T12:42:51.662355","India"," Main Raj Kapoor Ho Gaya","2023/02/17 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Ant-Man and the Wasp: Quantumania (English)","2023/02/17 ","","8.1","24.1","30.35","43.19"
"2023-03-21T12:42:51.662355","India"," Shehzada","2023/02/17 ","","6.0","20.2","26.0","32.2"
"2023-03-21T12:42:51.662355","India"," Shiv Shastri Balboa","2023/02/10 ","","","","0.55","0.55"
"2023-03-21T12:42:51.662355","India"," The Fablemans (English)","2023/02/10 ","","","","0.3","0.3"
"2023-03-21T12:42:51.662355","India"," A Man Called Otto (English)","2023/02/10 ","","","","0.65","0.65"
"2023-03-21T12:42:51.662355","India"," Magic Mike’s Last Dance (English)","2023/02/10 ","","","","0.15","0.15"
"2023-03-21T12:42:51.662355","India"," Almost Pyaar With DJ Mohabbat","2023/02/03 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," The Woman King (English)","2023/02/03 ","","","","0.5","0.5"
"2023-03-21T12:42:51.662355","India"," Faraaz","2023/02/03 ","","","","0.15","0.15"
"2023-03-21T12:42:51.662355","India"," Daman","2023/02/03 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," Knock at the Cabin (English)","2023/02/03 ","","","","0.35","0.35"
"2023-03-21T12:42:51.662355","India"," The Whale (English)","2023/02/03 ","","","","0.32","0.32"
"2023-03-21T12:42:51.662355","India"," Gandhi Godse – Ek Yudh","2023/01/26 ","","","","2.0","2.4"
"2023-03-21T12:42:51.662355","India"," Pathaan","2023/01/25 ","","57.0","280.75","378.15","540.88"
"2023-03-21T12:42:51.662355","India"," Puss in Boots: The Last Wish (English)","2023/01/20 ","","0.29","1.33","1.76","2.26"
"2023-03-21T12:42:51.662355","India"," Junglemahal: The Awakening","2023/01/20 ","","","","0.04","0.04"
"2023-03-21T12:42:51.662355","India"," Zindagi Shatranj Hai","2023/01/20 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Varisu","2023/01/13 ","","0.8","4.09","6.22","9.39"
"2023-03-21T12:42:51.662355","India"," Lakadbaggha","2023/01/13 ","","","","0.11","0.11"
"2023-03-21T12:42:51.662355","India"," Kuttey","2023/01/13 ","","1.0","3.2","4.05","4.65"
"2023-03-21T12:42:51.662355","India"," Sachin The Ultimate Winner","2023/01/13 ","","","","0.002","0.002"
"2023-03-21T12:42:51.662355","UK"," Underworld Ka Kabzaa","2023/03/17 "," 8.051","","","",""
"2023-03-21T12:42:51.662355","UK"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 69.969","","","",""
"2023-03-21T12:42:51.662355","UK"," Zwigato","2023/03/17 "," 1.630","","","",""
"2023-03-21T12:42:51.662355","UK"," Tu Jhoothi Main Makkaar","2023/03/08 "," 313.915","","","",""
"2023-03-21T12:42:51.662355","UK"," Selfiee","2023/02/24 "," 81.632","","","",""
"2023-03-21T12:42:51.662355","UK"," Shehzada","2023/02/17 "," 116.569","","","",""
"2023-03-21T12:42:51.662355","UK"," Gandhi Godse – Ek Yudh","2023/01/26 "," 6.014","","","",""
"2023-03-21T12:42:51.662355","UK"," Pathaan","2023/01/25 "," 4.374.916","","","",""
"2023-03-21T12:42:51.662355","UK"," Varisu","2023/01/13 "," 849.642","","","",""
"2023-03-21T12:42:51.662355","UK"," Waltair Veerayya","2023/01/13 "," 125.830","","","",""
"2023-03-21T12:42:51.662355","UK"," Kuttey","2023/01/13 "," 16.004","","","",""
"2023-03-21T12:42:51.662355","US"," Underworld Ka Kabzaa","2023/03/17 "," 51.384","","","",""
"2023-03-21T12:42:51.662355","US"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 179.976","","","",""
"2023-03-21T12:42:51.662355","US"," Zwigato","2023/03/17 "," 13.445","","","",""
"2023-03-21T12:42:51.662355","US"," Tu Jhoothi Main Makkaar","2023/03/08 "," 2.109.544","","","",""
"2023-03-21T12:42:51.662355","US"," Selfiee","2023/02/24 "," 292.325","","","",""
"2023-03-21T12:42:51.662355","US"," Shehzada","2023/02/17 "," 527.415","","","",""
"2023-03-21T12:42:51.662355","US"," Shiv Shastri Balboa","2023/02/10 "," 8.937","","","",""
"2023-03-21T12:42:51.662355","US"," Faraaz","2023/02/03 "," 2.971","","","",""
"2023-03-21T12:42:51.662355","US"," Gandhi Godse – Ek Yudh","2023/01/26 "," 29.488","","","",""
"2023-03-21T12:42:51.662355","US"," Pathaan","2023/01/25 "," 17.474.093","","","",""
"2023-03-21T12:42:51.662355","US"," Waltair Veerayya","2023/01/13 "," 1.682.397","","","",""
"2023-03-21T12:42:51.662355","US"," Varisu","2023/01/13 "," 1.139.655","","","",""
"2023-03-21T12:42:51.662355","US"," Kuttey","2023/01/13 "," 117.785","","","",""
"2023-03-21T12:42:51.662355","AUS"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 64.824","","","",""
"2023-03-21T12:42:51.662355","AUS"," Underworld Ka Kabzaa","2023/03/17 "," 21.798","","","",""
"2023-03-21T12:42:51.662355","AUS"," Tu Jhoothi Main Makkaar","2023/03/08 "," 493.528","","","",""
"2023-03-21T12:42:51.662355","AUS"," Selfiee","2023/02/24 "," 71.640","","","",""
"2023-03-21T12:42:51.662355","AUS"," Shehzada","2023/02/17 "," 138.911","","","",""
"2023-03-21T12:42:51.662355","AUS"," Gandhi Godse – Ek Yudh","2023/01/26 "," 1.219","","","",""
"2023-03-21T12:42:51.662355","AUS"," Pathaan","2023/01/25 "," 4.718.069","","","",""
"2023-03-21T12:42:51.662355","AUS"," Varisu","2023/01/13 "," 645.624","","","",""
"2023-03-21T12:42:51.662355","AUS"," Waltair Veerayya","2023/01/13 "," 218.965","","","",""
"2023-03-21T12:42:51.662355","AUS"," Kuttey","2023/01/13 "," 13.097","","","",""
"2023-03-21T12:42:51.662355","NZ"," Underworld Ka Kabzaa","2023/03/17 "," 1.350","","","",""
"2023-03-21T12:42:51.662355","NZ"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 19.256","","","",""
"2023-03-21T12:42:51.662355","NZ"," Tu Jhoothi Main Makkaar","2023/03/08 "," 130.845","","","",""
"2023-03-21T12:42:51.662355","NZ"," Selfiee","2023/02/24 "," 55.861","","","",""
"2023-03-21T12:42:51.662355","NZ"," Shehzada","2023/02/17 "," 98.429","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pathaan","2023/01/25 "," 1.373.503","","","",""
"2023-03-21T12:42:51.662355","NZ"," Varisu","2023/01/13 "," 76.411","","","",""
"2023-03-21T12:42:51.662355","NZ"," Waltair Veerayya","2023/01/13 "," 25.019","","","",""
"2023-03-21T12:42:51.662355","NZ"," Kuttey","2023/01/13 "," 9.724","","","",""
"2023-03-21T12:42:51.662355","UAE"," Tu Jhoothi Main Makkaar","2023/03/08 "," 2.185.491","","","",""
"2023-03-21T12:42:51.662355","UAE"," Pathaan","2023/01/25 "," 48.996.085","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Underworld Ka Kabzaa","2023/03/17 "," 3.429","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 6.906","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Tu Jhoothi Main Makkaar","2023/03/08 "," 41.839","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Selfiee","2023/02/24 "," 9.292","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Shehzada","2023/02/17 "," 9.408","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Pathaan","2023/01/25 "," 2.294.551","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Varisu","2023/01/13 "," 5.153.608","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Kuttey","2023/01/13 "," 2.462","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Mrs. Chatterjee Vs Norway","2023/03/17 "," 13.021","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Tu Jhoothi Main Makkaar","2023/03/08 "," 26.578","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Selfiee","2023/02/24 "," 2.179","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Shehzada","2023/02/17 "," 2.912","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Pathaan","2023/01/25 "," 888.777","","","",""
"2023-03-21T12:42:51.662355","India"," Dedh Lakh Ka Dulha","2022/12/30 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Big Dhamaka","2022/12/23 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Cirkus","2022/12/23 ","","6.25","20.85","27.95","35.65"
"2023-03-21T12:42:51.662355","India"," Anokhi","2022/12/23 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Smayra","2022/12/16 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Ajay Wardhan","2022/12/16 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Trahimam","2022/12/16 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Avatar: The Way of Water (English)","2022/12/16 ","","40.0","127.0","182.85","378.22"
"2023-03-21T12:42:51.662355","India"," Maarrich","2022/12/09 ","","0.05","0.18","0.35","0.35"
"2023-03-21T12:42:51.662355","India"," Vadh","2022/12/09 ","","0.1","0.34","","0.6"
"2023-03-21T12:42:51.662355","India"," Life Is Good!","2022/12/09 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Salaam Venky","2022/12/09 ","","0.2","0.85","","1.25"
"2023-03-21T12:42:51.662355","India"," Shadow Assassins","2022/12/09 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Vijayanand","2022/12/09 ","","","","1.0","1.0"
"2023-03-21T12:42:51.662355","India"," Khatra Dangerous","2022/12/09 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Josef – Born in Grace","2022/12/09 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," An Action Hero","2022/12/02 ","","1.31","5.99","8.19","10.89"
"2023-03-21T12:42:51.662355","India"," Bodies Bodies Bodies (English)","2022/11/25 ","","","","0.08","0.08"
"2023-03-21T12:42:51.662355","India"," Bhediya","2022/11/25 ","","7.48","28.55","42.05","66.65"
"2023-03-21T12:42:51.662355","India"," Strange World (English)","2022/11/25 ","","","","0.3","0.3"
"2023-03-21T12:42:51.662355","India"," Kora Kagazz","2022/11/25 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Mister Mummy","2022/11/18 ","","0.02","0.06","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Smile (English)","2022/11/18 ","","","","0.32","0.32"
"2023-03-21T12:42:51.662355","India"," Drishyam 2","2022/11/18 ","","15.38","64.14","104.66","240.54"
"2023-03-21T12:42:51.662355","India"," The Menu (English)","2022/11/18 ","","","","0.35","0.35"
"2023-03-21T12:42:51.662355","India"," She Said (English)","2022/11/18 ","","","","0.15","0.15"
"2023-03-21T12:42:51.662355","India"," Kartoot","2022/11/11 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Bal Naren","2022/11/11 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Rocket Gang","2022/11/11 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," Uunchai","2022/11/11 ","","1.81","10.16","17.02","34.2"
"2023-03-21T12:42:51.662355","India"," Anth The End","2022/11/11 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Badhai Ho Beti Huee Hai","2022/11/11 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Black Panther: Wakanda Forever (English)","2022/11/11 ","","11.96","39.2","51.5","69.55"
"2023-03-21T12:42:51.662355","India"," Mili","2022/11/04 ","","0.4","1.55","2.24","2.24"
"2023-03-21T12:42:51.662355","India"," Double XL","2022/11/04 ","","0.15","0.49","0.6","0.6"
"2023-03-21T12:42:51.662355","India"," Lyle, Lyle, Crocodile (English)","2022/11/04 ","","","","1.0","1.0"
"2023-03-21T12:42:51.662355","India"," Banaras","2022/11/04 ","","","","0.4","0.4"
"2023-03-21T12:42:51.662355","India"," Dhoop Chhaon","2022/11/04 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Phone Bhoot","2022/11/04 ","","2.05","7.7","12.76","14.01"
"2023-03-21T12:42:51.662355","India"," Ramrajya","2022/11/04 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Tara vs Bilal","2022/10/28 ","","","","","0.02"
"2023-03-21T12:42:51.662355","India"," Thank God","2022/10/25 ","","8.1","28.78","32.79","34.89"
"2023-03-21T12:42:51.662355","India"," Ram Setu","2022/10/25 ","","15.25","55.48","63.87","71.87"
"2023-03-21T12:42:51.662355","India"," Black Adam (English)","2022/10/20 ","","6.8","23.5","34.13","48.13"
"2023-03-21T12:42:51.662355","India"," Mid Day Meeal","2022/10/14 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," Aye Zindagi","2022/10/14 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Doctor G","2022/10/14 ","","3.87","15.03","21.95","26.45"
"2023-03-21T12:42:51.662355","India"," Modi Ji Ki Beti","2022/10/14 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Love You Loktantra","2022/10/14 ","","","","0.04","0.04"
"2023-03-21T12:42:51.662355","India"," Kahani Rubber Band Ki","2022/10/14 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Jaggu Ki Lalten","2022/10/14 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Code Name: Tiranga","2022/10/14 ","","0.15","0.46","0.7","0.7"
"2023-03-21T12:42:51.662355","India"," Kantara","2022/10/14 ","","1.27","7.52","15.0","79.25"
"2023-03-21T12:42:51.662355","India"," Hindutva","2022/10/07 ","","","","0.4","0.4"
"2023-03-21T12:42:51.662355","India"," Nazar Andaaz","2022/10/07 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Chakki","2022/10/07 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," The Ghost","2022/10/07 ","","","","1.25","1.25"
"2023-03-21T12:42:51.662355","India"," Goodbye","2022/10/07 ","","0.93","3.78","5.61","6.38"
"2023-03-21T12:42:51.662355","India"," Aa Bhi Ja O Piya","2022/10/07 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Godfather","2022/10/05 ","","1.61","6.56","9.03","10.49"
"2023-03-21T12:42:51.662355","India"," Ponniyin Selvan: Part-1","2022/09/30 ","","1.85","7.6","14.25","25.12"
"2023-03-21T12:42:51.662355","India"," Vikram Vedha","2022/09/30 ","","10.58","36.94","58.57","78.66"
"2023-03-21T12:42:51.662355","India"," Woh 3 Din","2022/09/30 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Dhokha – Round D Corner","2022/09/23 ","","1.25","2.4","2.75","2.75"
"2023-03-21T12:42:51.662355","India"," Chup","2022/09/23 ","","3.06","7.38","9.75","9.75"
"2023-03-21T12:42:51.662355","India"," Vanshree","2022/09/23 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Peepal Tree","2022/09/23 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Ishq Pashmina","2022/09/23 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Middle-Class Love","2022/09/16 ","","","","0.5","0.5"
"2023-03-21T12:42:51.662355","India"," Jahaan Chaar Yaar","2022/09/16 ","","","","0.45","0.45"
"2023-03-21T12:42:51.662355","India"," Jogi","2022/09/16 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Khalli Balli","2022/09/16 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Matto Ki Saikil","2022/09/16 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Siya","2022/09/16 ","","","","0.2","0.2"
"2023-03-21T12:42:51.662355","India"," Saroj Ka Rishta","2022/09/16 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Subway","2022/09/09 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Brahmastra – Part One: Shiva","2022/09/09 ","","36.0","120.75","168.75","257.44"
"2023-03-21T12:42:51.662355","India"," Sita Ramam","2022/09/02 ","","","","3.25","8.19"
"2023-03-21T12:42:51.662355","India"," Come on Yaar","2022/09/02 ","","","0.02","","0.02"
"2023-03-21T12:42:51.662355","India"," Dragon Ball Super: Super Hero (English)","2022/08/26 ","","","","1.5","1.8"
"2023-03-21T12:42:51.662355","India"," Holy Cow","2022/08/26 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Aanchhi","2022/08/25 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Liger","2022/08/25 ","","4.5","","17.9","20.05"
"2023-03-21T12:42:51.662355","India"," Do Baaraa","2022/08/19 ","","0.72","2.98","3.63","5.35"
"2023-03-21T12:42:51.662355","India"," Hero Ek Villain Anek","2022/08/19 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Karthikeya 2","2022/08/13 ","","0.07","0.35","5.75","31.05"
"2023-03-21T12:42:51.662355","India"," Laal Singh Chaddha","2022/08/11 ","","11.7","37.96","50.98","58.73"
"2023-03-21T12:42:51.662355","India"," Raksha Bandhan","2022/08/11 ","","8.2","28.16","38.3","44.39"
"2023-03-21T12:42:51.662355","India"," Match Of Life","2022/08/05 ","","","","0.04","0.04"
"2023-03-21T12:42:51.662355","India"," Krishna Sangini Yamuna","2022/08/05 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Miami Se New York","2022/08/05 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," DC League of Super-Pets (English)","2022/08/05 ","","","","2.26","3.01"
"2023-03-21T12:42:51.662355","India"," Bullet Train (English)","2022/08/05 ","","","","4.51","5.51"
"2023-03-21T12:42:51.662355","India"," Haryana","2022/08/05 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Masoom Sawaal","2022/08/05 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Naar Ka Sur","2022/08/05 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Ek Villain Returns","2022/07/29 ","","7.05","23.54","32.92","41.69"
"2023-03-21T12:42:51.662355","India"," Vikrant Rona","2022/07/28 ","","1.11","5.96","8.14","12.49"
"2023-03-21T12:42:51.662355","India"," RK/RKAY","2022/07/22 ","","","","0.06","0.06"
"2023-03-21T12:42:51.662355","India"," Antaryatri Mahapurush (The Walking God)","2022/07/22 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Shamshera","2022/07/22 ","","10.25","31.75","40.45","42.48"
"2023-03-21T12:42:51.662355","India"," Hit – The First Case","2022/07/15 ","","1.35","5.59","7.69","9.29"
"2023-03-21T12:42:51.662355","India"," Shabaash Mithu","2022/07/15 ","","0.4","1.65","2.12","2.23"
"2023-03-21T12:42:51.662355","India"," Ladki – Dragon Girl","2022/07/15 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Judaa Hoke Bhi…","2022/07/15 ","","","","0.25","0.25"
"2023-03-21T12:42:51.662355","India"," Titu Ambani","2022/07/08 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Khuda Haafiz: Chapter ll – Agni Pariksha","2022/07/08 ","","1.31","6.3","10.6","14.33"
"2023-03-21T12:42:51.662355","India"," Romeo Ke Funday Laajawaab","2022/07/08 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Thor: Love And Thunder (English)","2022/07/07 ","","18.2","64.8","79.55","101.71"
"2023-03-21T12:42:51.662355","India"," Rocketry – The Nambi Effect","2022/07/01 ","","1.25","7.5","12.49","26.05"
"2023-03-21T12:42:51.662355","India"," Rashtra Kavach OM","2022/07/01 ","","1.5","4.91","7.01","7.11"
"2023-03-21T12:42:51.662355","India"," Minions: The Rise of Gru (English)","2022/07/01 ","","0.84","5.39","6.97","12.62"
"2023-03-21T12:42:51.662355","India"," Jugjugg Jeeyo","2022/06/24 ","","9.28","36.93","53.66","85.03"
"2023-03-21T12:42:51.662355","India"," Elvis (English)","2022/06/24 ","","","","0.66","0.66"
"2023-03-21T12:42:51.662355","India"," Sherdil – The Pilibhit Saga","2022/06/24 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Ittu Si Baat","2022/06/17 ","","","","0.15","0.15"
"2023-03-21T12:42:51.662355","India"," Nikamma","2022/06/17 ","","0.45","1.39","1.77","1.77"
"2023-03-21T12:42:51.662355","India"," Ghode Ko Jalebi Khilane Le Ja Riya Hoon","2022/06/11 ","","","","0.1","0.11"
"2023-03-21T12:42:51.662355","India"," Jurassic World Dominion (English)","2022/06/10 ","","8.0","35.55","47.35","68.56"
"2023-03-21T12:42:51.662355","India"," Dear Dia","2022/06/10 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Anya","2022/06/10 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," 777 Charlie","2022/06/10 ","","0.18","1.02","1.9","6.55"
"2023-03-21T12:42:51.662355","India"," Janhit Mein Jaari","2022/06/10 ","","0.43","2.19","3.33","4.11"
"2023-03-21T12:42:51.662355","India"," Samrat Prithviraj","2022/06/03 ","","10.7","39.4","55.05","68.05"
"2023-03-21T12:42:51.662355","India"," Major","2022/06/03 ","","1.1","4.66","7.76","12.71"
"2023-03-21T12:42:51.662355","India"," Vikram – Hit List","2022/06/03 ","","0.6","2.08","3.45","6.64"
"2023-03-21T12:42:51.662355","India"," Anek","2022/05/27 ","","1.77","5.35","8.0","8.15"
"2023-03-21T12:42:51.662355","India"," 3 Shyaane","2022/05/27 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Love In Ukraine","2022/05/27 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Dehati Disco","2022/05/27 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Amaris","2022/05/27 ","","","","0.0025","0.0025"
"2023-03-21T12:42:51.662355","India"," Haemolymph","2022/05/27 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Top Gun: Maverick (English)","2022/05/26 ","","1.94","12.68","17.7","34.5"
"2023-03-21T12:42:51.662355","India"," Bhool Bhulaiyaa 2","2022/05/20 ","","14.11","55.96","92.05","185.92"
"2023-03-21T12:42:51.662355","India"," Dhaakad","2022/05/20 ","","0.55","1.96","2.58","2.58"
"2023-03-21T12:42:51.662355","India"," Jayeshbhai Jordaar","2022/05/13 ","","3.25","12.0","14.95","15.59"
"2023-03-21T12:42:51.662355","India"," Doctor Strange in the Multiverse of Madness (English)","2022/05/06 ","","28.35","79.5","101.49","130.0"
"2023-03-21T12:42:51.662355","India"," Mere Desh Ki Dharti","2022/05/06 ","","","","0.5","0.5"
"2023-03-21T12:42:51.662355","India"," Runway 34","2022/04/29 ","","3.0","13.0","22.25","32.96"
"2023-03-21T12:42:51.662355","India"," Heropanti 2","2022/04/29 ","","6.5","16.0","23.6","24.45"
"2023-03-21T12:42:51.662355","India"," Jersey","2022/04/22 ","","2.93","12.21","17.2","19.68"
"2023-03-21T12:42:51.662355","India"," K.G.F – Chapter 2","2022/04/14 ","","53.95","193.99","268.63","434.7"
"2023-03-21T12:42:51.662355","India"," Beast","2022/04/13 ","","0.55","1.5","1.76","2.3"
"2023-03-21T12:42:51.662355","India"," Fantastic Beasts – The Secrets of Dumbledore (English)","2022/04/08 ","","","7.98","10.03","13.74"
"2023-03-21T12:42:51.662355","India"," Morbius (English)","2022/04/01 ","","1.15","3.4","4.36","4.56"
"2023-03-21T12:42:51.662355","India"," Attack – Part I","2022/04/01 ","","3.38","10.91","14.08","16.13"
"2023-03-21T12:42:51.662355","India"," RRR","2022/03/25 ","","20.07","75.57","132.59","274.31"
"2023-03-21T12:42:51.662355","India"," Bachchhan Paandey","2022/03/18 ","","13.25","36.17","47.98","49.98"
"2023-03-21T12:42:51.662355","India"," The Kashmir Files","2022/03/11 ","","3.55","27.15","97.3","252.9"
"2023-03-21T12:42:51.662355","India"," Radhe Shyam","2022/03/11 ","","4.44","13.94","18.2","19.3"
"2023-03-21T12:42:51.662355","India"," The Batman (English)","2022/03/04 ","","6.66","22.0","30.08","48.1"
"2023-03-21T12:42:51.662355","India"," One Story Many Ends","2022/03/04 ","","","","0.005","0.005"
"2023-03-21T12:42:51.662355","India"," Toolsidas Junior","2022/03/04 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Jhund","2022/03/04 ","","1.38","5.58","9.51","15.16"
"2023-03-21T12:42:51.662355","India"," Gangubai Kathiawadi","2022/02/25 ","","10.5","39.12","68.93","129.1"
"2023-03-21T12:42:51.662355","India"," Valimai","2022/02/24 ","","0.45","","","2.1"
"2023-03-21T12:42:51.662355","India"," Tu Mera Pahela Pyarr","2022/02/18 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Pyar Mein Thoda Twist","2022/02/18 ","","","","0.004","0.005"
"2023-03-21T12:42:51.662355","India"," Before You Die","2022/02/18 ","","","","0.15","0.16"
"2023-03-21T12:42:51.662355","India"," Uncharted (English)","2022/02/18 ","","1.4","5.9","8.1","10.17"
"2023-03-21T12:42:51.662355","India"," Khiladi","2022/02/11 ","","","","3.0","4.0"
"2023-03-21T12:42:51.662355","India"," Badhaai Do","2022/02/11 ","","1.65","7.82","12.6","20.62"
"2023-03-21T12:42:51.662355","India"," Lucknow Junction","2022/01/28 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," The King’s Man (English)","2022/01/14 ","","","","0.76","1.06"
"2023-03-21T12:42:51.662355","UK"," Cirkus","2022/12/23 "," 206.697","","","",""
"2023-03-21T12:42:51.662355","UK"," Vadh","2022/12/09 "," 5.173","","","",""
"2023-03-21T12:42:51.662355","UK"," Salaam Venky","2022/12/09 "," 6.415","","","",""
"2023-03-21T12:42:51.662355","UK"," Hit – The 2nd Case","2022/12/02 "," 59.287","","","",""
"2023-03-21T12:42:51.662355","UK"," An Action Hero","2022/12/02 "," 29.117","","","",""
"2023-03-21T12:42:51.662355","UK"," Bhediya","2022/11/25 "," 83.505","","","",""
"2023-03-21T12:42:51.662355","UK"," Drishyam 2","2022/11/18 "," 456.131","","","",""
"2023-03-21T12:42:51.662355","UK"," Uunchai","2022/11/11 "," 77.887","","","",""
